ticker,trade_date,open_price,close_price,high,low,adjusted_close,volume
AAPL,2025-04-07T04:00:00.000Z,177.1999969482,181.4600067139,194.1499938965,174.6199951172,180.8416137695,160466300
AAPL,2025-04-08T04:00:00.000Z,186.6999969482,172.4199981689,190.3399963379,169.2100067139,171.8324127197,120859500
AAPL,2025-04-09T04:00:00.000Z,171.9499969482,198.8500061035,200.6100006104,171.8899993896,198.1723632812,184395900
AAPL,2025-04-10T04:00:00.000Z,189.0700073242,190.4199981689,194.7799987793,183.0,189.7710723877,121880000
AAPL,2025-04-11T04:00:00.000Z,186.1000061035,198.1499938965,199.5399932861,186.0599975586,197.4747314453,87435900
AAPL,2025-04-14T04:00:00.000Z,211.4400024414,202.5200042725,212.9400024414,201.1600036621,201.8298492432,101352900
AAPL,2025-04-15T04:00:00.000Z,201.8600006104,202.1399993896,203.5099945068,199.8000030518,201.4511260986,51343900
AAPL,2025-04-16T04:00:00.000Z,198.3600006104,194.2700042725,200.6999969482,192.3699951172,193.6079559326,59732400
AAPL,2025-04-17T04:00:00.000Z,197.1999969482,196.9799957275,198.8300018311,194.4199981689,196.3087158203,52164700
AAPL,2025-04-21T04:00:00.000Z,193.2700042725,193.1600036621,193.8000030518,189.8099975586,192.501739502,46742500
AAPL,2025-04-22T04:00:00.000Z,196.1199951172,199.7400054932,201.5899963379,195.9700012207,199.0593261719,52976400
AAPL,2025-04-23T04:00:00.000Z,206.0,204.6000061035,208.0,202.8000030518,203.9027557373,52929200
AAPL,2025-04-24T04:00:00.000Z,204.8899993896,208.3699951172,208.8300018311,202.9400024414,207.6599121094,47311000
AAPL,2025-04-25T04:00:00.000Z,206.3699951172,209.2799987793,209.75,206.1999969482,208.5668029785,38222300
AAPL,2025-04-28T04:00:00.000Z,210.0,210.1399993896,211.5,207.4600067139,209.4238739014,38743100
AAPL,2025-04-29T04:00:00.000Z,208.6900024414,211.2100067139,212.2400054932,208.3699951172,210.490234375,36827600
AAPL,2025-04-30T04:00:00.000Z,209.3000030518,212.5,213.5800018311,206.6699981689,211.7758331299,52286500
AAPL,2025-05-01T04:00:00.000Z,209.0800018311,213.3200073242,214.5599975586,208.8999938965,212.5930480957,57365700
AAPL,2025-05-02T04:00:00.000Z,206.0899963379,205.3500061035,206.9900054932,202.1600036621,204.6501922607,101010600
AAPL,2025-05-05T04:00:00.000Z,203.1000061035,198.8899993896,204.1000061035,198.2100067139,198.2122192383,69018500
AAPL,2025-05-06T04:00:00.000Z,198.2100067139,198.5099945068,200.6499938965,197.0200042725,197.8334960938,51216500
AAPL,2025-05-07T04:00:00.000Z,199.1699981689,196.25,199.4400024414,193.25,195.5812072754,68536700
AAPL,2025-05-08T04:00:00.000Z,197.7200012207,197.4900054932,200.0500030518,194.6799926758,196.816986084,50478900
AAPL,2025-05-09T04:00:00.000Z,199.0,198.5299987793,200.5399932861,197.5399932861,197.8534393311,36453900
AAPL,2025-05-12T04:00:00.000Z,210.9700012207,210.7899932861,211.2700042725,206.75,210.3471374512,63775800
AAPL,2025-05-13T04:00:00.000Z,210.4299926758,212.9299926758,213.3999938965,209.0,212.482635498,51909300
